r‚²j

2617,83629,788,SP1,43.52,19.0,-0.06,-0.06,-0.06

2617,83731,789,SP1,43.65,18.8,-0.06,-0.06,-0.06

2617,83833,790,SP1,43.65,18.9,-0.06,-0.06,-0.06

2617,83935,791,SP1,43.45,18.8,-0.06,-0.06,-0.06

2617,84037,792,SP1,43.52,18.7,-0.06,-0.06,-0.06

2617,84139,793,SP1,43.69,18.7,-0.06,-0.06,-0.06

2617,84241,794,SP1,43.62,18.7,-0.06,-0.06,-0.06

2617,84343,795,SP1,43.60,18.7,-0.06,-0.06,-0.06

2617,84445,796,SP1,43.52,18.7,-0.06,-0.06,-0.06

2617,84547,797,SP1,43.48,18.7,-0.06,-0.06,-0.06

2617,84649,798,SP1,43.53,18.7,-0.06,-0.06,-0.06

2617,84751,799,SP1,43.51,18.7,-0.06,-0.06,-0.06

2617,84853,800,SP1,43.44,18.7,-0.06,-0.06,-0.06

2617,84955,801,SP1,43.44,18.7,-0.06,-0.06,-0.06

2617,85057,802,SP1,43.46,18.7,-0.06,-0.06,-0.06

2617,85159,803,SP1,43.39,18.9,-0.06,-0.06,-0.06

2617,85261,804,SP1,43.41,18.6,-0.06,-0.06,-0.06

2617,85363,805,SP1,43.42,18.7,-0.06,-0.06,-0.06

2617,85465,806,SP1,43.48,18.7,-0.06,-0.06,-0.06

2617,85567,807,SP1,43.53,18.8,-0.06,-0.06,-0.06

2617,85669,808,SP1,43.56,18.7,-0.06,-0.06,-0.06

2617,85771,809,SP1,43.50,18.8,-0.06,-0.06,-0.06

2617,85873,810,SP1,43.45,18.7,-0.06,-0.06,-0.06

2617,85975,811,SP1,43.42,18.7,-0.06,-0.06,-0.06

2617,86077,812,SP1,43.39,18.7,-0.06,-0.06,-0.06

2617,86179,813,SP1,43.31,18.5,-0.06,-0.06,-0.06

2617,86281,814,SP1,43.39,18.6,-0.06,-0.06,-0.06

2617,86383,815,SP1,43.48,18.6,-0.06,-0.06,-0.06

2617,86485,816,SP1,43.59,18.7,-0.06,-0.06,-0.06

2617,86587,817,SP1,43.73,18.8,-0.06,-0.06,-0.06

2617,86689,818,SP1,43.57,18.7,-0.06,-0.06,-0.06

2617,86791,819,SP1,43.44,18.7,-0.06,-0.06,-0.06

2617,86893,820,SP1,43.46,18.8,-0.06,-0.06,-0.06

2617,86995,821,SP1,43.43,18.7,-0.06,-0.06,-0.06

2617,87097,822,SP1,43.39,18.8,-0.06,-0.06,-0.06

2617,87199,823,SP1,43.37,18.8,-0.06,-0.06,-0.06

2617,87301,824,SP1,43.49,18.7,-0.06,-0.06,-0.06

2617,87403,825,SP1,43.71,18.8,-0.06,-0.06,-0.06

2617,87505,826,SP1,43.78,18.8,-0.06,-0.06,-0.06

2617,87607,827,SP1,43.77,18.7,-0.06,-0.06,-0.06

2617,87709,828,SP1,43.63,18.8,-0.06,-0.06,-0.06

2617,87811,829,SP1,43.57,18.8,-0.06,-0.06,-0.06

2617,87913,830,SP1,43.43,18.8,-0.06,-0.06,-0.06

2617,88015,831,SP1,43.46,18.8,-0.06,-0.06,-0.06

2617,88117,832,SP1,43.52,18.6,-0.06,-0.06,-0.06

2617,88219,833,SP1,43.38,18.7,-0.06,-0.06,-0.06

2617,88321,834,SP1,43.47,18.8,-0.06,-0.06,-0.06

2617,88423,835,SP1,43.66,18.7,-0.06,-0.06,-0.06

2617,88525,836,SP1,43.65,18.8,-0.06,-0.06,-0.06

2617,88627,837,SP1,43.53,18.7,-0.06,-0.06,-0.06

2617,88729,838,SP1,43.46,18.8,-0.06,-0.06,-0.06

2617,88831,839,SP1,43.51,18.7,-0.06,-0.06,-0.06

2617,88933,840,SP1,43.49,18.7,-0.06,-0.06,-0.06

2617,89035,841,SP1,43.48,18.7,-0.06,-0.06,-0.06

2617,89137,842,SP1,43.52,18.7,-0.06,-0.06,-0.06

2617,89239,843,SP1,43.55,18.7,-0.06,-0.06,-0.06

2617,89341,844,SP1,43.67,18.7,-0.06,-0.06,-0.06

2617,89443,845,SP1,43.77,18.7,-0.06,-0.06,-0.06

2617,89545,846,SP1,43.92,18.7,-0.06,-0.06,-0.06

2617,89647,847,SP1,43.88,18.7,-0.06,-0.06,-0.06

2617,89749,848,SP1,44.01,18.7,-0.06,-0.06,-0.06

2617,89851,849,SP1,43.98,18.8,-0.06,-0.06,-0.06

2617,89953,850,SP1,43.83,18.7,-0.06,-0.06,-0.06

2617,90055,851,SP1,43.74,18.7,-0.06,-0.06,-0.06

2617,90157,852,SP1,43.52,18.9,-0.06,-0.06,-0.06

2617,90259,853,SP1,43.42,18.8,-0.06,-0.06,-0.06

2617,90361,854,SP1,43.66,18.7,-0.06,-0.06,-0.06

2617,90463,855,SP1,43.67,18.7,-0.06,-0.06,-0.06

