2617,0:2:6,1,SP2,203.6,21.5,2.36,0.01
2617,0:2:7,4,SP2,203.7,21.6,2.31,-0.02
2617,0:2:8,7,SP2,203.6,21.5,2.02,0.00
2617,0:2:9,10,SP2,203.7,21.6,2.25,0.00
2617,0:2:10,13,SP2,203.7,21.5,2.27,-0.00
2617,0:2:11,16,SP2,203.4,21.6,0.72,-0.00
2617,0:2:12,19,SP2,203.5,21.6,2.07,-0.01
2617,0:2:14,22,SP2,203.6,21.5,1.40,-0.01
2617,0:2:15,25,SP2,203.6,21.6,1.26,0.02
2617,0:2:15,28,SP2,203.6,21.6,0.98,-0.01
2617,0:2:17,31,SP2,203.7,21.6,1.68,-0.02
2617,0:2:18,34,SP2,203.5,21.6,1.13,0.00
2617,0:2:19,37,SP2,203.4,21.6,0.92,0.01
2617,0:2:20,40,SP2,203.5,21.6,0.75,-0.01
2617,0:2:21,43,SP2,203.4,21.6,0.86,-0.01
2617,0:2:22,45,SP2,203.5,21.6,0.75,-0.01
2617,0:2:23,48,SP2,203.4,21.6,0.35,-0.00
2617,0:2:24,51,SP2,203.5,21.6,0.58,0.01
2617,0:2:25,54,SP2,203.5,21.5,0.65,-0.01
2617,0:2:26,57,SP2,203.5,21.5,0.47,0.01
2617,0:2:27,60,SP2,203.4,21.6,0.40,-0.01
2617,0:2:28,63,SP2,203.5,21.5,0.61,-0.00
2617,0:2:29,66,SP2,203.5,21.6,0.53,0.00
2617,0:2:30,69,SP2,203.4,21.6,0.43,0.00
2617,0:2:31,72,SP2,203.4,21.6,0.33,-0.00
2617,0:2:32,75,SP2,203.3,21.6,0.81,-0.00
2617,0:2:33,78,SP2,203.5,21.6,0.56,0.00
2617,0:2:34,81,SP2,203.5,21.5,0.45,-0.01
2617,0:2:35,84,SP2,203.4,21.6,0.73,-0.00
2617,0:2:36,87,SP2,203.5,21.6,0.73,-0.00
2617,0:2:37,90,SP2,203.5,21.6,0.54,0.02
2617,0:2:38,93,SP2,203.5,21.6,0.71,-0.00
2617,0:2:39,96,SP2,203.5,21.6,0.79,-0.02
2617,0:2:40,99,SP2,203.5,21.6,2.42,0.01
2617,0:2:41,102,SP2,203.5,21.6,5.96,0.00
2617,0:2:42,105,SP2,203.9,21.5,9.38,0.04
2617,0:2:43,108,SP2,203.8,21.6,3.58,0.01
2617,0:2:44,111,SP2,203.9,21.6,1.84,-0.00
2617,0:2:45,114,SP2,204.0,21.5,4.43,0.01
2617,0:2:46,117,SP2,204.1,21.6,2.92,-0.00
2617,0:2:47,120,SP2,203.9,21.5,9.65,-0.00
2617,0:2:48,123,SP2,203.5,21.6,77.41,-0.06
2617,0:2:49,126,SP2,203.4,21.6,63.60,0.00
2617,0:2:50,129,SP2,203.5,21.6,5.11,-0.02
2617,0:2:51,132,SP2,203.5,21.5,36.61,0.01
2617,0:2:52,135,SP2,203.4,21.5,11.06,-0.00
2617,0:2:53,138,SP2,203.3,21.6,17.03,-0.02
2617,0:2:54,141,SP2,203.5,21.5,33.36,-0.00
2617,0:2:55,144,SP2,203.3,21.5,25.68,0.01
2617,0:2:56,147,SP2,203.6,21.5,11.58,-0.00
2617,0:2:57,150,SP2,203.2,21.5,2.41,-0.02
2617,0:2:58,153,SP2,203.4,21.5,18.42,0.01
2617,0:2:59,156,SP2,203.3,21.5,15.50,-0.02
2617,0:3:0,159,SP2,203.2,21.5,15.40,-0.00
2617,0:3:1,161,SP2,203.3,21.5,12.94,0.01
2617,0:3:2,164,SP2,203.1,21.5,11.37,-0.01
2617,0:3:3,167,SP2,203.1,21.5,7.14,0.01
2617,0:3:4,170,SP2,203.1,21.5,9.71,-0.01
2617,0:3:5,173,SP2,203.1,21.5,3.47,-0.01
2617,0:3:6,176,SP2,203.0,21.4,5.17,-0.01
2617,0:3:7,179,SP2,203.0,21.5,5.12,0.00
2617,0:3:8,182,SP2,203.1,21.5,3.19,-0.00
2617,0:3:9,185,SP2,203.0,21.5,3.41,0.00
2617,0:3:10,188,SP2,203.1,21.4,2.87,0.00
2617,0:3:11,191,SP2,202.9,21.4,1.43,-0.00
2617,0:3:12,194,SP2,203.0,21.5,1.40,-0.01
2617,0:3:13,197,SP2,203.0,21.4,1.87,-0.01
2617,0:3:14,200,SP2,202.9,21.4,1.54,-0.01
2617,0:3:15,203,SP2,203.1,21.4,0.38,0.02
2617,0:3:16,206,SP2,203.0,21.5,3.15,-0.02
2617,0:3:17,209,SP2,203.0,21.4,0.37,0.01
2617,0:3:18,212,SP2,203.1,21.5,2.39,0.01
2617,0:3:19,215,SP2,203.1,21.4,1.27,-0.00
2617,0:3:20,218,SP2,203.2,21.4,2.05,-0.01
2617,0:3:21,221,SP2,203.1,21.4,0.79,0.01
2617,0:3:22,224,SP2,203.2,21.4,2.17,0.01
2617,0:3:23,227,SP2,203.1,21.4,1.06,-0.01
2617,0:3:24,230,SP2,203.1,21.4,1.40,-0.00
2617,0:3:25,233,SP2,203.2,21.4,1.54,-0.00
2617,0:3:26,236,SP2,203.0,21.3,0.91,-0.00
2617,0:3:27,239,SP2,203.0,21.3,1.23,0.01
2617,0:3:28,242,SP2,203.0,21.3,1.03,-0.02
2617,0:3:29,245,SP2,203.0,21.3,1.21,0.02
2617,0:3:30,248,SP2,203.1,21.4,0.49,-0.01
2617,0:3:31,250,SP2,203.0,21.3,1.21,0.01
2617,0:3:32,253,SP2,203.0,21.3,0.64,0.00
2617,0:3:33,256,SP2,202.9,21.3,0.69,-0.00
2617,0:3:34,259,SP2,202.9,21.3,0.67,-0.01
2617,0:3:35,262,SP2,202.9,21.4,0.67,0.01
2617,0:3:36,265,SP2,202.9,21.3,0.42,-0.00
2617,0:3:37,268,SP2,202.8,21.3,0.28,-0.00
2617,0:3:38,271,SP2,202.9,21.3,0.39,0.03
2617,0:3:39,274,SP2,202.9,21.3,0.12,0.00
2617,0:3:40,277,SP2,203.0,21.3,0.30,0.00
2617,0:3:41,280,SP2,203.0,21.3,0.29,0.01
2617,0:3:42,283,SP2,203.1,21.2,0.25,0.02
2617,0:3:43,286,SP2,203.0,21.2,0.20,-0.00
2617,0:3:44,289,SP2,203.0,21.2,0.33,0.01
2617,0:3:45,292,SP2,203.1,21.3,0.39,0.00
2617,0:3:46,295,SP2,203.0,21.2,0.40,-0.00
2617,0:3:47,298,SP2,203.0,21.2,0.36,0.01
2617,0:3:48,301,SP2,203.0,21.2,0.56,-0.00
2617,0:3:49,304,SP2,203.1,21.2,0.40,-0.00
2617,0:3:50,307,SP2,203.1,21.3,0.55,0.01
2617,0:3:52,312,SP2,203.0,21.2,0.65,0.00
2617,0:3:53,315,SP2,203.1,21.2,0.66,-0.00
2617,0:3:54,318,SP2,203.1,21.3,0.70,0.00
2617,0:3:55,321,SP2,202.9,21.2,0.79,-0.02
2617,0:3:56,324,SP2,202.9,21.2,0.65,-0.00
2617,0:3:57,327,SP2,203.0,21.2,0.80,0.00
