4144,13,13.09,35.23,2.48,2021-6-5-18:24:45,1634085888.00,-860879104.00,15.21,8,falling,test,-13,0.92
4427,14,13.13,35.23,2.30,2021-6-5-18:24:48,311205056.00,-860879104.00,12.43,9,falling,test,-13,0.92
4549,15,13.19,35.23,2.28,2021-6-5-18:24:48,311205056.00,-860879104.00,12.43,9,falling,test,-13,0.92
4672,16,13.29,35.24,2.28,2021-6-5-18:24:48,311205056.00,-860879104.00,12.43,9,falling,test,-13,0.56
4795,17,13.36,35.24,2.29,2021-6-5-18:24:48,311205056.00,-860879104.00,12.43,9,falling,test,-13,0.56
4918,18,13.41,35.25,2.25,2021-6-5-18:24:48,311205056.00,-860879104.00,12.43,9,falling,test,-13,0.56
5041,19,13.39,35.25,2.22,2021-6-5-18:24:48,311205056.00,-860879104.00,12.43,9,falling,test,-13,0.56
5164,20,13.32,35.25,2.05,2021-6-5-18:24:48,311205056.00,-860879104.00,12.43,9,falling,test,-13,0.06
5287,21,13.34,35.26,2.09,2021-6-5-18:24:48,311205056.00,-860879104.00,12.43,9,falling,test,-13,0.06
5474,22,13.35,35.26,2.08,2021-6-5-18:24:49,311205248.00,-860879104.00,12.02,9,falling,test,-13,0.06
5597,23,13.35,35.26,1.92,2021-6-5-18:24:49,311205248.00,-860879104.00,12.02,9,falling,test,-13,0.06
5720,24,13.41,35.27,2.06,2021-6-5-18:24:49,311205248.00,-860879104.00,12.02,9,falling,test,-13,0.03
5843,25,13.39,35.27,2.08,2021-6-5-18:24:49,311205248.00,-860879104.00,12.02,9,falling,test,-13,0.03
5966,26,13.33,35.28,2.07,2021-6-5-18:24:49,311205248.00,-860879104.00,12.02,9,falling,test,-13,0.03
6089,27,13.28,35.28,2.07,2021-6-5-18:24:49,311205248.00,-860879104.00,12.02,9,falling,test,-13,0.03
6212,28,13.26,35.28,1.87,2021-6-5-18:24:49,311205248.00,-860879104.00,12.02,9,falling,test,-13,-0.01
6335,29,13.30,35.28,1.88,2021-6-5-18:24:49,311205248.00,-860879104.00,12.02,9,falling,test,-13,-0.01
6458,30,13.33,35.28,2.11,2021-6-5-18:24:49,311205248.00,-860879104.00,12.02,9,falling,test,-13,-0.01
6585,31,13.31,35.28,2.11,2021-6-5-18:24:50,311205248.00,-860879104.00,11.53,9,falling,test,-13,-0.01
