begin test
past serial begin
ABOUT TO READ INITIAL VARS FROM FLASH
alt Correction
-13
flight stage
rising
past sensor init
Time, Alt, Temp, Voltage, gpsTime, Lat, Long, gpsAlt, gpsSats, flightStage, lastCommand, altCorrection
292,0,0.89,28.20,0.24,00:00:00,0.00,0.00,0.00,0,rising,test,-13,0.00
411,1,1.76,28.21,0.48,00:00:00,0.00,0.00,0.00,0,rising,test,-13,0.00
530,2,2.62,28.21,0.72,00:00:00,0.00,0.00,0.00,0,rising,test,-13,0.00
649,3,3.47,28.21,0.96,00:00:00,0.00,0.00,0.00,0,rising,test,-13,0.00
768,4,4.30,28.21,1.20,00:00:00,0.00,0.00,0.00,0,rising,test,-13,0.35
887,5,5.13,28.21,1.45,00:00:00,0.00,0.00,0.00,0,rising,test,-13,0.35
1006,6,5.95,28.21,1.67,00:00:00,0.00,0.00,0.00,0,rising,test,-13,0.35
1125,7,6.76,28.21,1.92,00:00:00,0.00,0.00,0.00,0,rising,test,-13,0.35
1549,8,7.58,28.21,2.13,notvalid:notvalid,892481856.00,0.00,908867.38,0,rising,test,-13,0.35
1671,9,8.56,28.21,2.33,notvalid:notvalid,892481856.00,0.00,908867.38,0,rising,test,-13,0.76
1793,10,8.60,28.23,2.29,notvalid:notvalid,892481856.00,0.00,908867.38,0,rising,test,-13,0.76
1915,11,8.64,28.23,2.27,notvalid:notvalid,892481856.00,0.00,908867.38,0,rising,test,-13,0.76
2037,12,8.67,28.23,2.27,notvalid:notvalid,892481856.00,0.00,908867.38,0,rising,test,-13,0.76
2159,13,8.70,28.23,2.27,notvalid:notvalid,892481856.00,0.00,908867.38,0,rising,test,-13,0.61
2281,14,8.72,28.23,2.27,notvalid:notvalid,892481856.00,0.00,908867.38,0,rising,test,-13,0.61
2403,15,8.74,28.23,2.26,notvalid:notvalid,892481856.00,0.00,908867.38,0,rising,test,-13,0.61
2544,16,8.75,28.23,2.28,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.61
2664,17,8.77,28.23,2.25,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.28
2784,18,8.96,28.24,2.29,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.28
2904,19,8.93,28.25,2.28,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.28
3024,20,8.93,28.25,2.32,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.28
3144,21,8.91,28.25,2.34,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.03
3264,22,8.90,28.25,2.30,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.03
3384,23,8.88,28.25,2.29,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.03
3504,24,8.83,28.25,2.26,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.03
3635,25,8.79,28.25,2.27,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.03
3755,26,8.91,28.25,2.23,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.01
3875,27,8.98,28.26,2.24,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.01
3995,28,8.85,28.26,2.24,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.01
4115,29,8.74,28.26,2.28,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,0.01
4235,30,8.63,28.26,2.27,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,-0.02
4355,31,8.55,28.26,2.26,notvalid:notvalid,0.00,0.00,0.00,0,rising,test,-13,-0.02
